f0:total_weight;f1:acceleration;f2:intrusion;x0;x1;x2;x3;x4;nds_rank
1686.5546065483;9.71578303188023;0.114477600529665;2.38613394526119;2.46276216742711;1.89494381886671;2.05905553654724;2.32775973404188;35
1683.83638706308;8.11423355679092;0.161461627460908;2.54824630522553;2.84479149796292;2.28294535506654;1.12768089590952;2.64897195792243;31
1685.13208190026;10.8235918504763;0.108032099890111;2.6880843582042;1.67199933653325;1.19562595253607;2.78252718214995;1.72423929568578;41
1684.39540320457;10.8975888248665;0.11684827404328;2.37849030335363;1.31605619113709;1.86973588767915;2.90259245778555;1.00893612858324;39
1685.21892017616;10.5845044979338;0.107409494256956;1.84146224560284;2.05556087896952;1.6469390972736;2.53378255736725;1.9600199558586;40
1679.77234898864;8.76920432800172;0.121036424399205;1.94517518623973;1.17334575307246;2.69697517328755;1.42093717326454;1.99427706794547;31
1687.36444574379;10.5304946818104;0.119566301285661;1.08335323821909;2.99796906206662;2.21887194422021;2.67765543129186;1.5157549104261;41
1680.28946565805;8.53167029658222;0.16029927229557;2.23926285339485;2.63020056934571;2.21632577628657;1.54900204229588;1.46649425125983;29
1684.83387892151;10.7560208359059;0.117831949220971;1.20928493058741;2.05308977191015;1.97481431205515;2.69244000860138;1.59822799852035;41
1687.57152254485;10.0228947522645;0.131751087759137;2.62080041301474;2.14950087440643;2.22265183796298;2.40949203325878;1.65181387804999;38
1680.95944208064;9.69237098061794;0.0858129882191453;1.25956466899233;2.23490038664774;1.1423812919028;2.08305881036588;2.51686702739301;32
1673.06988141044;7.8841157563559;0.170690223019991;1.33057306629167;1.81582307015351;2.36116126149947;1.09903558068864;1.38258454780215;26
1684.95829604439;10.245851534103;0.0849158950602369;2.37490055215308;1.14781632467537;1.862008181802;2.13340382796405;2.56561871970334;36
1687.83088014473;10.1493429646514;0.0948843291838392;2.69011529613757;2.45312739231304;1.51797052124421;2.26677227172385;2.48497644229092;37
1688.95587947635;10.5367955607769;0.0925478096974701;2.74828973400793;2.09973041485051;1.32073384538327;2.43609820652571;2.79965119799583;42
1683.66333894715;10.0018179013408;0.0912718586904869;2.78837247369269;1.08074656691437;1.95449908867222;1.93555455884689;2.33921954284386;35
1686.39569207203;10.77176773672;0.107459488439122;2.7956743118333;1.95069391510947;1.28748314002877;2.76912329521455;1.73471239895314;42
1670.70376615457;7.82551772076752;0.0992836216152403;1.84845285157135;2.85558777016382;1.13581313385433;1.16078840389884;1.18518184413443;18
1674.58453795169;8.59173935597099;0.113793391804218;1.42343978324134;1.26903930784624;2.11729019559794;1.16641749449373;2.09159369910676;27
1675.73533236281;7.81761146371173;0.132820741603876;1.06146860591204;1.19108159010815;2.8414104840911;1.12682128889804;1.90811270238278;24
1691.39161418;10.5673109426519;0.110791580565029;1.1676730207017;1.63153035316222;2.95587956623914;2.92451559096785;1.90352414404206;43
1687.40329358903;10.3189208555736;0.100271770166051;2.15983425414182;1.91416654126447;1.70628308537709;2.28340761237005;2.72849455370032;39
1677.04534958644;8.75949136180884;0.100082452934093;1.2498264993773;2.86132398148129;1.42560670265258;1.75981603784478;1.58691023596884;28
1678.29487036967;7.99015753996521;0.154094699756735;1.4242066370436;2.8603331846466;2.09288488658745;1.39869142901091;1.71716586813199;27
1683.80464326279;9.80734869951814;0.0990452697093613;2.83452752597375;2.3173142584587;1.35718211734536;2.08159042758941;2.06153665904959;35
1680.90848708805;8.56427391928516;0.0734919530400908;2.47925042616169;2.98244021925258;1.15431635088954;1.34450450741896;2.73818259208378;20
1675.24270067926;9.17294260488625;0.116034280925666;2.59729088358455;1.23933608282327;1.82767779977418;1.02744185646411;2.17154652214215;30
1682.12159306356;9.67761327309204;0.0976335213778715;2.16414395867109;1.99481434887034;1.36296754906092;1.86559915117249;2.57487814481132;34
1684.79254135074;9.25655739134731;0.122680559740637;2.93428631030688;2.14930468478673;1.85240552148428;1.43229385019852;2.93535534475714;32
1684.11641947123;10.563476701059;0.0832903787636224;1.56211580176005;2.84343260519366;1.35747415775316;2.57950725852489;1.66738706206316;38
1686.99189089765;9.96643174969944;0.125877588915737;1.20113542126545;2.09819670352069;2.44271905508019;2.40965542076605;2.07358517640903;37
1681.3538212678;9.76808839885542;0.0909994151348234;1.850358762243;1.27434823581686;1.87428913864972;1.86297893191826;2.42427371788038;33
1680.41650437548;10.479928465463;0.111481432151315;2.17739403488924;1.75985019037493;1.36177857795813;2.54522502028627;1.13120367011577;37
1684.55522994942;10.7044842184316;0.0938531542853932;1.01049041655403;2.03364618170711;1.39816484618847;2.58826951570263;2.42276627729776;39
1679.44213258622;9.30049462283413;0.0945769628281187;2.42939228817327;2.49736563558568;1.22728573541496;1.8238132841996;1.7828795578251;31
1684.27310696374;9.21940476498402;0.131603802993144;1.68522284118702;1.46490873697442;2.92488826714684;2.14623508283227;1.49942085728954;33
1691.76203032688;10.8138480088728;0.0875769280997829;2.63581782096802;2.62496606149942;1.57480909236465;2.6771174453558;2.53704717081834;42
1680.00913920079;9.20221850739883;0.142869305346666;1.49909418006385;1.79661702774308;2.41802237900813;1.95385668005508;1.32118775989916;32
1683.83865325234;10.0902916345549;0.100838685888353;1.88979572285423;1.12052521022061;2.49998861714266;2.44132543329211;1.39748410992207;36
1683.17926859193;8.84944901719987;0.133817147382614;2.17443611993195;1.7875261068286;2.30718050119801;1.30109018008275;2.92486492820311;34
1678.90794290306;8.51984860188241;0.137919592186043;2.52846962005294;2.4452677590052;1.76920464205053;1.15674098122713;2.23799477388989;27
1674.78688905573;9.05998666648247;0.121765859966747;1.70376978567977;1.87091096810573;1.61890577088059;1.62677586294095;1.38836233522201;30
1682.09960292911;8.42878439098393;0.11564261298128;1.38545002526857;1.34945996867002;2.72805405581745;1.36355807462873;2.78845589691235;25
1676.2609467295;9.31337090373716;0.10221942871156;2.55242797338982;1.18504109801028;1.68466113260233;1.00817784946793;2.63210949005192;32
1687.0781599543;9.5807901844935;0.145034393114221;2.21387338881096;2.61562380269897;2.44430816613338;2.26708175580347;1.53297055444353;37
1683.48111100375;8.57333650224124;0.112738992595684;2.30886707795265;2.99737701844302;1.78596030212285;1.42632917427753;2.60844343789315;28
1690.04565276127;9.5089898804609;0.143745050592235;2.89769673435842;2.15772823577641;2.62379808706408;2.22137015462917;1.97095123723659;37
1673.15786267394;8.64550594730231;0.10884398664673;1.19055006196282;1.85576141944889;1.41806811113752;1.43912267146591;1.83327738513857;28
1682.56567781301;9.81222622637762;0.0887702017589862;2.62818321195812;1.17771125686248;1.79124651606718;1.56549434483307;2.93573773463058;34
1685.61303631508;10.6896548963392;0.100290202791147;1.54033575418421;1.39247115440316;2.13643054251393;2.65286953637976;1.84505613653225;40
1678.54757347451;9.32922074385121;0.105050545802957;1.98939502192167;1.10286497422627;2.29900265173009;1.66898069003084;1.71099153939215;33
1694.21608975444;10.5104253974162;0.0716273127625748;2.91284581735397;1.00095959287181;2.50212288624706;2.6237704267836;2.92912769593723;31
1674.49943298498;9.91474897184825;0.0815004345671863;1.70639276723675;1.08495066598288;1.19257659660307;2.0183324250478;1.4906656008636;31
1686.47494428439;10.5239973547773;0.0967544235772063;2.22772178949216;1.72566188160594;1.50668390118828;2.39260683739214;2.59790583494953;40
1677.66417548799;9.63291800899384;0.0905965518459298;1.69666655394093;2.76697298687276;1.24553846113642;2.17490046432936;1.0039262780938;31
1689.23866874883;10.4051272959317;0.0973208022563685;2.03616213194847;1.82437728663179;1.87881382130031;2.33134402117289;2.99263480025932;40
1686.01217420788;10.472602101618;0.121716054372619;1.91639592354949;1.86094647592909;2.13309076574309;2.58127303774528;1.61904841597148;40
1683.27292490387;8.71284744123896;0.130858383030354;2.79483176013214;2.85872558404632;1.95481739703324;1.51037861523702;2.05810541988262;31
1673.43019924141;8.38996821217261;0.141864293734928;1.18959046909101;2.35363853320183;1.79429768435391;1.50999497552868;1.12688461790182;26
